"OPEN","CLOSE","HIGH","LOW","VOLUME","Date"
18565,18555,18650,18530,18816,"2013-11-27"
18560,18610,18625,18535,7074,"2013-11-28"
18605,18690,18690,18590,13464,"2013-11-29"
18705,18785,18800,18705,24120,"2013-12-02"
18745,18730,18800,18695,15696,"2013-12-03"
18620,18760,18780,18620,8992,"2013-12-04"
18775,18735,18810,18705,10952,"2013-12-05"
18760,18795,18800,18720,7450,"2013-12-06"
18825,18820,18850,18800,13112,"2013-12-09"
18800,18805,18835,18795,3898,"2013-12-10"
18825,18810,18850,18790,5376,"2013-12-11"
18850,18815,18865,18730,20370,"2013-12-12"
18835,18805,18835,18740,14046,"2013-12-13"
18805,18780,18820,18740,15206,"2013-12-16"
18800,18780,18800,18760,5364,"2013-12-17"
18770,18790,18795,18735,12002,"2013-12-18"
18795,18845,18890,18785,34254,"2013-12-19"
18875,18840,18875,18810,12840,"2013-12-20"
18830,18795,18880,18795,11250,"2013-12-23"
18790,18840,18845,18785,7604,"2013-12-24"
18840,18870,18880,18825,6000,"2013-12-25"
18870,18980,18980,18860,15524,"2013-12-26"
19010,19315,19435,19010,117688,"2013-12-27"
19165,19195,19295,19065,55840,"2013-12-30"
19240,19345,19375,19190,55936,"2013-12-31"
19360,19385,19450,19305,51938,"2014-01-02"
19375,19325,19380,19305,22286,"2014-01-03"
19295,19280,19375,19250,29350,"2014-01-06"
19290,19495,19510,19260,33890,"2014-01-07"
19500,19760,19810,19425,93818,"2014-01-08"
19670,19695,19770,19660,49294,"2014-01-09"
19690,19625,19955,19585,109556,"2014-01-10"
19610,19760,19850,19600,60360,"2014-01-13"
19805,19885,19900,19720,40160,"2014-01-14"
19860,19845,19890,19755,22944,"2014-01-15"
19840,19860,19950,19760,43040,"2014-01-17"
19840,19810,19900,19775,23610,"2014-01-20"
19815,19810,19850,19710,35064,"2014-01-21"
19895,19805,19900,19800,18082,"2014-01-22"
19790,19785,19825,19750,18062,"2014-01-23"
19750,19850,19890,19720,24806,"2014-01-24"
19840,19810,19885,19805,22200,"2014-01-27"
19710,19700,19780,19640,31890,"2014-01-28"
19700,19745,19765,19685,7978,"2014-01-29"
19780,19755,19860,19750,6434,"2014-01-30"
19815,19880,19930,19755,16158,"2014-02-07"
19920,20055,20060,19885,31736,"2014-02-10"
20020,19940,20245,19925,49480,"2014-02-11"
19990,20015,20040,19940,17908,"2014-02-12"
19990,19915,20080,19910,18346,"2014-02-13"
19900,20065,20070,19880,27502,"2014-02-14"
20100,20005,20100,19965,16942,"2014-02-17"
20020,19960,20040,19950,9354,"2014-02-18"
19960,20045,20080,19960,7724,"2014-02-19"
19985,19970,20025,19920,14128,"2014-02-20"
19950,19985,19995,19945,4932,"2014-02-21"
20000,19800,20010,19800,23686,"2014-02-24"
19830,19775,19850,19765,14556,"2014-02-25"
19685,19565,19700,19405,40440,"2014-02-26"
19450,19400,19580,19335,25026,"2014-02-27"
19400,18765,19520,18705,112192,"2014-02-28"
18745,19190,19205,18700,86370,"2014-03-03"
19250,19300,19390,19135,51556,"2014-03-04"
19355,19370,19380,19260,19644,"2014-03-05"
19270,19300,19400,19205,37956,"2014-03-06"
19230,19030,19275,18925,51016,"2014-03-10"
19000,18985,19130,18865,22726,"2014-03-11"
18880,18820,19020,18780,15926,"2014-03-12"
18895,18925,18960,18850,7954,"2014-03-14"
16210,16125,16215,16115,9048,"2014-03-17"
16120,16140,16165,16115,5864,"2014-03-18"
16155,16180,16270,16130,7208,"2014-03-19"
16180,16185,16230,16130,4562,"2014-03-20"
16170,16220,16230,16150,6932,"2014-03-21"
16205,16170,16210,16165,3902,"2014-03-24"
16120,15980,16150,15950,35496,"2014-03-25"
16025,15985,16065,15960,16152,"2014-03-26"
15940,15770,15940,15700,48852,"2014-03-27"
15810,15800,15810,15745,16582,"2014-03-28"
15805,15970,16015,15800,36174,"2014-03-31"
15940,15930,16010,15910,15172,"2014-04-01"
15930,15860,15980,15860,12826,"2014-04-02"
15815,15770,15895,15765,18070,"2014-04-03"
15745,15835,15840,15720,24202,"2014-04-04"
